isin,securityid,newbsecode,oldbsecode,newnsecode,oldnsecode,newname,oldname,symbol,sector
INE0SG001011,544242,TRAVELS,,,,Travels & Rentals,,TRAVELS,
INE0SGC01015,211231,MVKAGRO,,MVKAGRO,,MVK Agro Food Product,,MVKAGRO,
INE0SGR01013,544165,SHIVAM,,,,Shivam Chemicals,,SHIVAM,
INE0SGZ01016,213482,SUNTECH,,SUNTECH,,Suntech Infra Solutions,,SUNTECH,
INE0SH001010,211715,MASON,,MASON,,Mason Infratech,,MASON,
INE0SHE01019,212054,THESL,,THESL,,Thinking Hats Entertainment Solutions,,THESL,
INE0SI601032,212338,ANYA,,ANYA,,Anya Polytech & Fertilizers,,ANYA,
INE0SII01026,544367,QPOWER,,QPOWER,,Quality Power Electrical Equipments,,QPOWER,
INE0SIK01014,544548,GPAPL,,,,Gujarat Peanut And Agri Products,,GPAPL,
INE0SJA01013,544521,VMSTMT,,VMSTMT,,VMS TMT,,VMSTMT,
INE0SJX01015,544445,APL,,,,Asston Pharmaceuticals,,APL,
INE0SK201011,544236,RAL,,,,Resourceful Automobile,,RAL,
INE0SK801018,211092,DELAPLEX,,DELAPLEX,,Delaplex,,DELAPLEX,
INE0SLP01017,544571,NSBBPO,,,,NSB BPO Solutions,,NSBBPO,
INE0SMA01017,211564,SLONE,,SLONE,,Slone Infosystems,,SLONE,
INE0SMR01011,212134,UHTL,,UHTL,,United Heat Transfer,,UHTL,
INE0SMU01015,544175,TGIF,,,,TGIF Agribusiness,,TGIF,
INE0SMW01011,544383,PPARIVAH,,,,Paradeep Parivahan,,PPARIVAH,
INE0SMY01017,211932,JAYBEE,,JAYBEE,,Jay Bee Laminations,,JAYBEE,
INE0SN801015,213508,SILKY,,SILKY,,Silky Overseas,,SILKY,
INE0SOY01013,211492,TAC,,TAC,,TAC Infosec,,TAC,
INE0SPJ01011,544556,DHILLON,,,,Dhillon Freight Carrier,,DHILLON,
INE0SQH01013,212039,BIKEWO,,BIKEWO,,Bikewo Green Tech,,BIKEWO,
INE0SQY01018,211624,GSMFOILS,,GSMFOILS,,GSM Foils,,GSMFOILS,
INE0SRI01019,211584,VERITAAS,,VERITAAS,,Veritaas Advertising,,VERITAAS,
INE0SRP01014,544544,TELGE,,,,Telge Projects,,TELGE,
INE0STM01017,211499,ALUWIND,,ALUWIND,,Aluwind Infra - Tech,,ALUWIND,
INE0STN01015,211568,SILKFLEX,,SILKFLEX,,Silkflex Polymers,,SILKFLEX,
INE0SUH01015,212002,ENVIRO,,ENVIRO,,Envirotech Systems,,ENVIRO,
INE0SUM01015,544568,ZAPPFRESH,,,,DSM Fresh Foods,,ZAPPFRESH,
INE0SUN01013,211745,NEPHROCARE,,NEPHROCARE,,Nephro Care,,NEPHROCARE,
INE0SVO01019,213787,SIDDHICOTS,,SIDDHICOTS,,Siddhi Cotspin,,SIDDHICOTS,
INE0SVY01018,211785,KATARIA,,KATARIA,,Kataria Industries,,KATARIA,
INE0SWN01019,211477,TRUST,,TRUST,,Trust Fintech,,TRUST,
INE0SYV01018,211805,TROM,,TROM,,Trom Industries,,TROM,
INE0SZ301012,211834,BULKCORP,,BULKCORP,,Bulkcorp International,,BULKCORP,
INE0T0L01014,212013,KALANA,,KALANA,,Kalana Ispat,,KALANA,
INE0T3401029,544213,ACLD,,,,Aelea Commodities,,ACLD,
INE0T4V01015,212230,APEXECO,,APEXECO,,Apex Ecotech,,APEXECO,
INE0T7B01010,211716,SPCL,,SPCL,,Shivalic Power Control,,SPCL,
INE0T8T01010,213326,ACCPL,,ACCPL,,Accretion Pharmaceuticals,,ACCPL,
INE0T9I01011,211906,IDEALTECHO,,IDEALTECHO,,Ideal Technoplast Industries,,IDEALTECHO,
INE0TBQ01014,544437,MARCLOIRE,,,,Marc Loire Fashions,,MARCLOIRE,
INE0TD101011,212309,IDENTICAL,,IDENTICAL,,Identical Brains Studios,,IDENTICAL,
INE0TD301017,544365,SHANMUGA,,,,Shanmuga Hospital,,SHANMUGA,
INE0TE101010,544412,3BFILMS,,,,3B Films,,3BFILMS,
INE0TFB01017,212040,AVIANSH,,AVIANSH,,Avi Ansh Textile,,AVIANSH,
INE0TG801013,212078,PARAMOUNT,,PARAMOUNT,,Paramount Dye Tec,,PARAMOUNT,
INE0TG901011,544409,ASTONEALAB,,,,Astonea Labs,,ASTONEALAB,
INE0TGG01014,544387,DESCO,,,,Desco Infratech,,DESCO,
INE0TGX01019,544450,CHEMBONDCH,,CHEMBONDCH,,Chembond Chemicals,,CHEMBONDCH,
INE0TI501017,544538,PRARUH,,,,Praruh Technologies,,PRARUH,
INE0TIR01017,544368,SWASTH,,,,Swasth Foodtech,,SWASTH,
INE0TJ801010,544518,LTELEVATOR,,,,L. T. Elevator,,LTELEVATOR,
INE0TL001013,544440,CRYOGENIC,,,,Cryogenic Ogs,,CRYOGENIC,
INE0TLP01015,213514,WHITEFORCE,,WHITEFORCE,,Happy Square Outsourcing Services,,WHITEFORCE,
INE0TNW01017,211589,QUESTLAB,,QUESTLAB,,Quest Laboratories,,QUESTLAB,
INE0TNX01015,211566,REFRACTORY,,REFRACTORY,,Refractory Shapes,,REFRACTORY,
INE0TO501019,212076,HVAX,,HVAX,,HVAX Technologies,,HVAX,
INE0TO601017,211495,YASHOPTICS,,YASHOPTICS,,Yash Optics & Lens,,YASHOPTICS,
INE0TO701015,544318,MAMATA,,MAMATA,,Mamata Machinery,,MAMATA,
INE0TP801012,212312,NMSTEEL,,NMSTEEL,,Newmalayalam Steel,,NMSTEEL,
INE0TQE01026,544557,GLOTTIS,,GLOTTIS,,Glottis,,GLOTTIS,
INE0TR001017,211971,VIESL,,VIESL,,Vision Infra Equipment Solutions,,VIESL,
INE0TSF01011,211871,AESTHETIK,,AESTHETIK,,Aesthetik Engineers,,AESTHETIK,
INE0TT901016,544186,TOTEM,,,,Forbes Precision Tools & Machine Parts,,TOTEM,
INE0TTG01017,213270,ARUNAYA,,ARUNAYA,,Arunaya Organics,,ARUNAYA,
INE0TVT01024,212251,GANESHIN,,GANESHIN,,Ganesh Infraworld,,GANESHIN,
INE0TY101024,544532,SOLARWORLD,,SOLARWORLD,,Solarworld Energy Solutions,,SOLARWORLD,
INE0U0201016,211885,BALCO,,BALCO,,Solve Plastic Products,,BALCO,
INE0U1T01012,211803,CHETANA,,CHETANA,,Chetana Education,,CHETANA,
INE0U2501017,211899,FORCAS,,FORCAS,,Forcas Studio,,FORCAS,
INE0U2L01017,544353,AMWILL,,,,Amwill Health Care,,AMWILL,
INE0U2M01015,211933,VDEAL,,VDEAL,,Vdeal System,,VDEAL,
INE0U2N01013,211883,SUNLITE,,SUNLITE,,Sunlite Recycling Industries,,SUNLITE,
INE0U3I01011,544322,UNIMECH,,UNIMECH,,Unimech Aerospace and Manufacturing,,UNIMECH,
INE0U4101014,544414,BLUSPRING,,BLUSPRING,,Bluspring Enterprises,,BLUSPRING,
INE0U4701011,544413,DIGITIDE,,DIGITIDE,,Digitide Solutions,,DIGITIDE,
INE0U4H01011,215153,MPEL,,MPEL,,Manas Polymers & Energies,,MPEL,
INE0U6201010,544267,SUBAM,,,,Subam Papers,,SUBAM,
INE0U6N01014,212280,SFML,,SFML,,Supreme Facility Management,,SFML,
INE0U7V01015,212226,C2C,,C2C,,C2C Advanced Systems,,C2C,
INE0U9101019,211759,EFFWA,,EFFWA,,Effwa Infra & Research,,EFFWA,
INE0UCN01017,213570,SAVY,,SAVY,,Savy Infra & Logistics,,SAVY,
INE0UIZ01018,544288,BLACKBUCK,,BLACKBUCK,,Black Buck,,BLACKBUCK,
INE0UJF01018,544506,SHARVAYA,,,,Sharvaya Metals,,SHARVAYA,
INE0UK501010,544214,THREEMPAPE,,,,Three M Paper Boards,,THREEMPAPE,
INE0UL701015,211976,SHUBHSHREE,,SHUBHSHREE,,Shubhshree Biofuels Energy,,SHUBHSHREE,
INE0UMC01019,544444,GLEN,,,,Glen Industries,,GLEN,
INE0UOS01011,544250,SANOFICONR,,SANOFICONR,,Sanofi Consumer Healthcare,,SANOFICONR,
INE0UOY01019,213647,MEDISTEP,,MEDISTEP,,Medistep Healthcare,,MEDISTEP,
INE0UQ601012,213680,CLASSICEIL,,CLASSICEIL,,Classic Electrodes (India),,CLASSICEIL,
INE0URU01010,544234,GLOBALE,,GLOBALE,,Globale Tessile,,GLOBALE,
INE0US801024,544233,MFML,,MFML,,Mahalaxmi Fabric Mills,,MFML,
INE0UYG01015,212231,ABHAPOWER,,ABHAPOWER,,Abha Power and Steel,,ABHAPOWER,
INE0UYT01018,544248,MCEL,,,,Mach Conferences & Events,,MCEL,
INE0UZO01024,544434,NEETUYOSHI,,,,Neetu Yoshi,,NEETUYOSHI,
INE0V0L01028,544453,MSECL,,,,Monarch Surveyors & Engg. Consultants,,MSECL,
INE0V0Q01019,213181,ATCENERGY,,ATCENERGY,,ATC Energies System,,ATCENERGY,
INE0V3U01015,544424,GLOBECIVIL,,GLOBECIVIL,,Globe Civil Projects,,GLOBECIVIL,
INE0V6F01027,544274,HYUNDAI,,HYUNDAI,,Hyundai Motor India,,HYUNDAI,
INE0V7W01012,544320,CARRARO,,CARRARO,,Carraro,,CARRARO,
INE0V8A01016,544511,KARBON,,,,Karbonsteel Engineering,,KARBON,
INE0V9N01017,211775,PRIZOR,,PRIZOR,,Prizor Viztech,,PRIZOR,
INE0V9Q01010,544469,LOTUSDEV,,LOTUSDEV,,Sri Lotus Developers & Realty,,LOTUSDEV,
INE0V9V01010,212273,DHANLAXMI,,DHANLAXMI,,Dhanlaxmi Crop Science,,DHANLAXMI,
INE0VA601019,212541,HPTL,,HPTL,,HP Telecom,,HPTL,
INE0VBS01016,213805,ECOLINE,,ECOLINE,,Ecoline Exim,,ECOLINE,
INE0VCK01011,213615,FLYSBS,,FLYSBS,,FlySBS Aviation,,FLYSBS,
INE0VG001016,213646,AMCL,,AMCL,,ANB Metal Cast,,AMCL,
INE0VG601013,212003,PELATRO,,PELATRO,,Pelatro,,PELATRO,
INE0VHU01019,212227,RAJPUTANA$,,RAJPUTANA,,Rajputana Biodiesel,,RAJPUTANA$,
INE0VJG01014,212114,PRANIK,,PRANIK,,Pranik Logistics,,PRANIK,
INE0VJT01017,213487,PROFX,,PROFX,,Pro FX Tech,,PROFX,
INE0VN801010,544291,RAJESH,,,,Rajesh Power Services,,RAJESH,
INE0VNH01014,544373,NAPSGLOBAL,,,,NAPS Global,,NAPSGLOBAL,
INE0VOV01021,544513,DEVX,,DEVX,,Dev Accelerator,,DEVX,
INE0VRH01015,213321,VGINFOTECH,,VGINFOTECH,,Virtual Galaxy Infotech,,VGINFOTECH,
INE0VTV01012,213679,ANONDITA,,ANONDITA,,Anondita Medicare,,ANONDITA,
INE0VWL01017,544442,CHEMKART,,,,Chemkart,,CHEMKART,
INE0VYX01018,544370,NUKLEUS,,,,Nukleus Office solutions,,NUKLEUS,
INE0VZS01015,212126,LAKSHYA,,LAKSHYA,,Lakshya Powertech,,LAKSHYA,
INE0VZX01015,213612,RNPL,,RNPL,,Renol Polychem,,RNPL,
INE0W0H01017,544354,SOLARIUM,,,,Solarium Green Energy,,SOLARIUM,
INE0W1601012,544435,ADCOUNTY,,,,Adcounty Media,,ADCOUNTY,
INE0W2G01015,544282,SAGILITY,,SAGILITY,,Sagility,,SAGILITY,
INE0W4K01013,544474,BLT,,,,BLT Logistics,,BLT,
INE0W5Q01017,544542,JUSTO,,,,Justo Realfintech,,JUSTO,
INE0WCH01015,544304,JUNGLECAMP,,,,Jungle Camps,,JUNGLECAMP,
INE0WDX01010,544347,CLN,,,,CLN Energy,,CLN,
INE0WL201014,213611,CUDML,,CUDML,,Cash Ur Drive Marketing,,CUDML,
INE0WL801011,211937,AERON,,AERON,,Aeron Composite,,AERON,
INE0WL901019,215181,VIJAYPD,,VIJAYPD,,Vijaypd Ceutical,,VIJAYPD,
INE0WO601020,544339,LAXMIDENTL,,LAXMIDENTL,,Laxmi Dental,,LAXMIDENTL,
INE0WRP01016,544508,VASHISHTHA,,,,Vashishtha Luxury Fashion,,VASHISHTHA,
INE0WVU01018,212187,ONYX,,ONYX,,Onyx Biotec,,ONYX,
INE0WXM01011,544343,CNINFOTECH,,,,CapitalNumbers Infotech,,CNINFOTECH,
INE0X3M01010,213372,BLUEWATER,,BLUEWATER,,Blue Water Logistics,,BLUEWATER,
INE0X6F01017,212041,SDREAMS,,SDREAMS,,SD Retail,,SDREAMS,
INE0XAD01024,544587,MIDWESTLTD,,MIDWESTLTD,,Midwest,,MIDWESTLTD,
INE0XAY01012,544303,TTC,,,,Toss The Coin,,TTC,
INE0XBS01012,544516,AIRFLOA,,,,Airfloa Rail Technology,,AIRFLOA,
INE0XCV01014,544417,ATENPAPERS,,,,Aten Papers & Foam,,ATENPAPERS,
INE0XIL01012,213426,JAINIK,,JAINIK,,Jainik Power Cables,,JAINIK,
INE0XM301010,213486,MMEL,,MMEL,,Moving Media Entertainment,,MMEL,
INE0XOW01017,212401,KKJEWELS,,KKJEWELS,,Kabra Jewels,,KKJEWELS,
INE0XRN01019,212378,DELTIC,,DELTIC,,Delta Autocorp,,DELTIC,
INE0XRR01010,544425,AJCJEWEL,,,,AJC Jewel Manufacturers,,AJCJEWEL,
INE0XUS01012,212506,PSRAJ,,PSRAJ,,P S Raj Steels,,PSRAJ,
INE0XWS01018,213752,TAURIAN,,TAURIAN,,Taurian MPS,,TAURIAN,
INE0XX801016,544501,SUGSLLOYD,,,,Sugs Lloyd,,SUGSLLOYD,
INE0XZB01017,544509,KRUPALU,,,,Krupalu Metals,,KRUPALU,
INE0Y0E01012,544426,ICON,,,,Icon Facilitators,,ICON,
INE0Y4801011,211983,EXCELLENT,,EXCELLENT,,Excellent Wires and Packaging,,EXCELLENT,
INE0Y5H01014,213778,TECHD,,TECHD,,TechD Cybersecurity,,TECHD,
INE0Y8W01017,544497,AHCL,,AHCL,,Anlon Healthcare,,AHCL,
INE0YAL01017,211857,PPSL,,PPSL,,Picturepost Studios,,PPSL,
INE0YD401026,544537,JAINREC,,JAINREC,,Jain Resource Recycling,,JAINREC,
INE0YDV01010,213677,ARCIIL,,ARCIIL,,ARC Insulation & Insulators,,ARCIIL,
INE0YG001013,544482,STARIMAGIN,,,,Star Imaging And Path Lab,,STARIMAGIN,
INE0YHV01011,212135,OBSCP,,OBSCP,,OBSC Perfection,,OBSCP,
INE0YJV01017,215184,SHEEL,,SHEEL,,Sheel Biotech,,SHEEL,
INE0YKW01013,212059,FORGEAUTO,,FORGEAUTO,,Forge Auto International,,FORGEAUTO,
INE0YON01014,544351,MALPANI,,,,Malpani Pipes & Fittings,,MALPANI,
INE0YRN01017,211839,DHARIWAL,,DHARIWAL,,Dhariwal Corp,,DHARIWAL,
INE0YRO01015,544272,SHIVTEXCHEM,,,,Shiv Texchem,,SHIVTEXCHEM,
INE0YSH01017,213323,INTEGRITY,,INTEGRITY,,Integrity Infrabuild Developers,,INTEGRITY,
INE0YU901016,212136,DANISH,,DANISH,,Danish Power,,DANISH,
INE0Z4F01028,544527,ATLANTAELE,,ATLANTAELE,,Atlanta Electricals,,ATLANTAELE,
INE0Z7N01017,756338,,,TANKUP,,Tankup Engineers,,TANKUP,
INE0ZDY01011,544422,ABRFL,,,,Abram Food,,ABRFL,
INE0ZHT01012,544327,TECHNICHEM,,,,Technichem Organics,,TECHNICHEM,
INE0ZI101018,213406,GANGABATH,,GANGABATH,,Ganga Bath Fittings,,GANGABATH,
INE0ZN101029,544503,RACHIT,,,,Rachit Prints,,RACHIT,
INE0ZOL01023,212412,EMAPARTNER,,EMAPARTNER,,EMA Partners,,EMAPARTNER,
INE0ZOM01013,544504,GOELCONS,,,,Goel Construction Company,,GOELCONS,
INE0ZRC01017,213637,BHADORA,,BHADORA,,Bhadora Industries,,BHADORA,
INE0ZTO01018,213455,MAYASHEEL,,MAYASHEEL,,Mayasheel Ventures,,MAYASHEEL,
INE100A01010,500027,ATUL,,ATUL,,ATUL,,ATUL,
INE100C01024,531613,MAL,,,,Meyer Apparel,,MAL,
INE100D01014,504220,WSI,,WSI,,WS Industries,,WSI,
INE100F01019,531441,LYONSCO,,,,Lyons Corporate Market,,LYONSCO,
INE101A01026,500520,M&M,,M&M,,Mahindra & Mahindra,,M&M,
INE101D01020,532482,GRANULES,,GRANULES,,Granules,,GRANULES,
INE101H01013,537709,HANSUGAR,,,,Shree Hanuman Sugar & Industries,,HANSUGAR,
INE101I01011,544280,AFCONS,,AFCONS,,Afcons Infrastructure,,AFCONS,
INE102A01024,500193,HLVLTD,,HLVLTD,,HLV,,HLVLTD,
INE102B01014,531358,CHOICEIN,,CHOICEIN,,Choice International,,CHOICEIN,
INE102C01020,519230,KISAAN,,,,Kisaan Parivar Industries,,KISAAN,
INE102D01028,532424,GODREJCP,,GODREJCP,,Godrej Consumer Products,,GODREJCP,
INE102E01018,524636,OXYGENTAPH,,,,Oxygenta Pharmaceutical,,OXYGENTAPH,
INE102F01015,530289,SPCAPIT,,,,SP Capital Financing,,SPCAPIT,
INE102I01027,532875,ADSL,,ADSL,,Allied Digital Services,,ADSL,
INE103A01014,500109,MRPL,,MRPL,,Mangalore Refinery & Petroleum,,MRPL,
INE103C01036,543263,SMCGLOBAL,,SMCGLOBAL,,SMC Global Securities,,SMCGLOBAL,
INE103E01016,530125,SAMRATPH,,,,Samrat Pharmachem,,SAMRATPH,
INE103V01028,544443,TRAVELFOOD,,TRAVELFOOD,,Travel Food Services,,TRAVELFOOD,
INE104101014,206022,NRVANDANA,,NRVANDANA,,N R Vandana Tex Industries,,NRVANDANA,
INE104201012,544505,AUSTERE,,,,Austere Systems,,AUSTERE,
INE104A01012,500239,KGDENIM,,,,KG Denim,,KGDENIM,
INE104E01014,512634,SAVERA,,,,Savera Industries,,SAVERA,
INE104F01029,539122,BODHTREE,,,,Bodhtree Consulting,,BODHTREE,
INE104S01022,539584,SIPTL,,,,Sharanam Infraproject & Trading,,SIPTL,
INE104Y01012,203203,MANAV,,MANAV,,Manav Infra Projects,,MANAV,
INE105A01035,520056,TVSHLTD,,TVSHLTD,,TVS Holdings,,TVSHLTD,
INE105C01023,516092,3PLAND,,3PLAND,,3P Land Holdings,,3PLAND,
INE105D01013,513353,COCHINM,,,,Cochin Minerals & Rutile,,COCHINM,
INE105I01020,532886,SELMC,,SELMC,,SEL Manufacturing,,SELMC,
INE105J01010,532983,RPGLIFE,,RPGLIFE,,RPG Life Sciences,,RPGLIFE,
INE105Y01019,200405,MPTODAY,,MPTODAY,,Madhya Pradesh Today Media,,MPTODAY,
INE106C01013,514266,ZENIFIB,,,,Zenith Fibres,,ZENIFIB,
INE106G01014,504646,BGWTATO,,,,Bhagwati Autocast,,BGWTATO,
INE106I01010,532870,ANKITMETAL,,ANKITMETAL,,Ankit Metal & Power,,ANKITMETAL,
INE106T01025,543411,HITECH,,HITECH,,Hi-Tech Pipes,,HITECH,
INE107A01015,531426,TNPL,,TNPL,,Tamil Nadu Newsprint & Papers,,TNPL,
INE107F01022,524212,WANBURY,,WANBURY,,Wanbury,,WANBURY,
INE108B01029,531960,KASHYAP,,,,Kashyap Tele-Medicines,,KASHYAP,
INE108C01019,530171,DAULAT,,,,Daulat Securities,,DAULAT,
INE108E01023,533166,SUNDARAM,,SUNDARAM,,Sundaram Multi Pap,,SUNDARAM,
INE108G01010,512361,CUPIDALBV,,,,Cupid Breweries And Distilleries,,CUPIDALBV,
INE108T01013,539552,FMEC,,,,F Mec International Financial Services,,FMEC,
INE108V01019,544181,AWFIS,,AWFIS,,Awfis Space Solutions,,AWFIS,
INE109A01011,523598,SCI,,SCI,,Shipping Corporation of India,,SCI,
INE109B01019,531458,BOSTONBIO,,,,BOSTON BIO SYSTEMS LTD.,,BOSTONBIO,
INE109C01017,531179,ARMANFIN,,ARMANFIN,,Arman Financial Services,,ARMANFIN,
INE10A501018,212507,MAXVOLT,,MAXVOLT,,Maxvolt Energy Industries,,MAXVOLT,
INE10CM01027,544566,SUNSKY,,,,Sunsky Logistics,,SUNSKY,
INE10QL01011,212484,READYMIX,,READYMIX,,Readymix Construction Machinery,,READYMIX,
INE10VS01016,213642,SAWALIYA,,SAWALIYA,,Sawaliya Food Products,,SAWALIYA,
INE10XS01012,544520,SAMPAT,,,,Sampat Aluminium,,SAMPAT,
INE10XX01012,544392,SPINAROO,,,,Spinaroo Commercial,,SPINAROO,
INE110A01019,500074,BPL,,BPL,,BPL,,BPL,
INE110B01017,517344,MINDTECK,,MINDTECK,,Mindteck,,MINDTECK,
INE110C01015,519279,MADHURIND,,,,Madhur Industries,,MADHURIND,
INE110Q01023,514197,STCORP,,,,S&T Corporation,,STCORP,
INE111601014,544483,ICODEX,,,,Icodex Publishing Solutions,,ICODEX,
INE111A01025,531344,CONCOR,,CONCOR,,Container Corporation of India,,CONCOR,
INE111B01023,526881,63MOONS,,63MOONS,,63 Moons Technologies,,63MOONS,
INE111F01024,532742,PAUSHAKLTD,,,,Paushak,,PAUSHAKLTD,
INE111Q01021,538730,PDSL,,PDSL,,PDS,,PDSL,
INE112B01013,519479,OMEAG,,,,Omega Ag-Seeds (Punjab),,OMEAG,
INE112C01011,516020,AGIOPAPER,,,,Agio Paper & Industries,,AGIOPAPER,
INE112D01035,514450,MHLXMIRU,,MHLXMIRU,,Mahalaxmi Rubtech,,MHLXMIRU,
INE112F01022,590075,LAMBODHARA,,LAMBODHARA,,Lambodhara Textiles,,LAMBODHARA,
INE112L01020,542650,METROPOLIS,,METROPOLIS,,Metropolis Healthcare,,METROPOLIS,
INE112X01017,205751,SIKKO,,SIKKO,,SIKKO Industries,,SIKKO,
INE113601012,212420,REXPRO,,REXPRO,,Rexpro Enterprises,,REXPRO,
INE113A01013,500670,GNFC,,GNFC,,Gujarat Narmada Valley Fert & Chem,,GNFC,
INE113B01029,511644,OMEGAIN,,,,Omega Interactive Technologies,,OMEGAIN,
INE113E01015,524408,UNIVSTAR,,,,Universal Starch Chem,,UNIVSTAR,
INE113X01015,206183,ACCORD,,ACCORD,,Accord Synergy,,ACCORD,
INE114A01011,500113,SAIL,,SAIL,,Steel Authority of India,,SAIL,
INE114D01015,514414,OXFORDIN,,,,Oxford Industries,,OXFORDIN,
INE114E01013,513005,CHROME,,,,Chrome Silicon,,CHROME,
INE114O01020,538451,WORTH,,,,Worth Investment & Trading,,WORTH,
INE115A01026,500253,LICHSGFIN,,LICHSGFIN,,LIC Housing Finance,,LICHSGFIN,
INE115C01014,531444,VARDHMAN,,,,Vardhman Concrete,,VARDHMAN,
INE115E01010,517077,INDAGIV,,,,Ind-Agiv Commerce,,INDAGIV,
INE115F01017,526335,SHREYASI,,,,Shreyas Intermediates,,SHREYASI,
INE115G01015,540904,TIRUFOAM,,,,Tirupati Foam,,TIRUFOAM,
INE115Q01022,544309,IKS,,IKS,,Inventurus Knowledge Solutions,,IKS,
INE115S01010,539854,HALDER,,,,Halder Venture,,HALDER,
INE116A01032,523694,APCOTEXIND,,APCOTEXIND,,Apcotex Industries,,APCOTEXIND,
INE116C01012,505163,ZFSTEERING,,,,ZF Steering Gear,,ZFSTEERING,
INE116D01028,532507,BAGFILMS,,BAGFILMS,,BAG Films & Media,,BAGFILMS,
INE116G01013,201471,VARDHACRLC,,VARDHACRLC,,Vardhaman Acrylics,,VARDHACRLC,
INE117A01022,500002,ABB,,ABB,,ABB,,ABB,
INE117B01020,532332,CURAA,,CURAA,,Cura Technologies,,CURAA,
INE117C01010,521210,CITYMAN,,,,Cityman,,CITYMAN,
INE117D01018,524572,PHARMAID,,,,Pharmaids Pharmaceuticals,,PHARMAID,
INE117F01013,509026,VJTFEDU,,,,VJTF Eduservices,,VJTFEDU,
INE117H01019,532879,SSLEL,,,,Sir Shadi Lal Enterprises,,SSLEL,
INE117K01013,531667,RRMETAL,,,,RR Metalmakers,,RRMETAL,
INE117S01016,542938,OCTAVIUSPL,,,,Octavius Plantations,,OCTAVIUSPL,
INE117Z01011,543643,NARMADA,,NARMADA,,Narmada Agrobase,,NARMADA,
INE118A01012,500490,BAJAJHLDNG,,BAJAJHLDNG,,Bajaj Holdings & Investments,,BAJAJHLDNG,
INE118B01010,526477,SAENTER,,,,South Asian Enterprises,,SAENTER,
INE118C01018,530779,DYNAMICP,,,,Dynamic Portfolio,,DYNAMICP,
INE118D01016,543334,NUVOCO,,NUVOCO,,Nuvoco Vistas Corporation,,NUVOCO,
INE118H01025,201890,BSE,,BSE,,BSE,,BSE,
INE118Q01018,539116,OPCHAINS,,,,OP Chains,,OPCHAINS,
INE118R01032,540259,SHANGAR,,,,Shangar Decor,,SHANGAR,
INE119A01028,500038,BALRAMCHIN,,BALRAMCHIN,,Balrampur Chini Mills,,BALRAMCHIN,
INE119B01018,523722,SVAMSOF,,,,Svam Software,,SVAMSOF,
INE119R01014,539834,BALGOPAL,,,,Balgopal Commercial,,BALGOPAL,
INE11HF01010,213447,EEPL,,EEPL,,Eppeltone Engineers,,EEPL,
INE11HG01018,212480,CHAMUNDA,,CHAMUNDA,,Chamunda Electricals,,CHAMUNDA,
INE11J101017,213506,CEDAAR,,CEDAAR,,Cedaar Textile,,CEDAAR,
INE120A01034,513375,CARBORUNIV,,CARBORUNIV,,Carborundum Universal,,CARBORUNIV,
INE120D01012,526217,HITECHCORP,,HITECHCORP,,Hitech Corporation,,HITECHCORP,
INE120V01014,539985,TITAANIUM,,,,Titaanium Ten Enterprise,,TITAANIUM,
INE121A01024,511243,CHOLAFIN,,CHOLAFIN,,Cholamandalam Investment,,CHOLAFIN,
INE121B01014,532053,WALLFORT,,,,Wallfort Financial Services,,WALLFORT,
INE121D01036,531173,SYSCHEM,,,,Syschem,,SYSCHEM,
INE121E01018,533148,JSWENERGY,,JSWENERGY,,JSW Energy,,JSWENERGY,
INE121J01017,534816,INDUSTOWER,,INDUSTOWER,,Indus Towers,,INDUSTOWER,
INE121N01019,204968,THEJO,,THEJO,,Thejo Engineering,,THEJO,
INE122D01026,521141,ADITYASP,,,,Aditya Spinners,,ADITYASP,
INE122M01019,533704,ESSARSHPNG,,ESSARSHPNG,,Essar Shipping,,ESSARSHPNG,
INE122N01017,511060,JUMBFNL,,,,Jumbo Finance,,JUMBFNL,
INE122V01010,506162,TERRAFORM,,,,Terraform Magnum,,TERRAFORM,
INE123B01028,521109,NAGREEKEXP,,NAGREEKEXP,,Nagreeka Exports,,NAGREEKEXP,
INE123C01018,507785,TAINWALCHM,,TAINWALCHM,,Tainwala Chemicals & Plastics,,TAINWALCHM,
INE123D01024,534064,AIML,,,,Alliance Integrated Metaliks,,AIML,
INE123E01014,504810,INFORTEC,,,,Informed Technologies,,INFORTEC,
INE123F01029,513377,MMTC,,MMTC,,MMTC,,MMTC,
INE123M01017,533608,RDBRL,,,,RDB Rasayans,,RDBRL,
INE123V01018,512157,TERRAREAL,,,,Terraform Realstate,,TERRAREAL,
INE123W01016,540719,SBILIFE,,SBILIFE,,SBI Life Insurance,,SBILIFE,
INE124101010,213445,SAMAY,,SAMAY,,Samay Project Services,,SAMAY,
INE124401014,213636,AARADHYA,,AARADHYA,,AARADHYA DISPOSAL INDUS L,,AARADHYA,
INE124B01018,523100,COSMOFE,,,,Cosmo Ferrites,,COSMOFE,
INE124E01038,513517,STEELCAS,,STEELCAS,,Steelcast,,STEELCAS,
INE124G01033,532848,DELTACORP,,DELTACORP,,Delta Corp,,DELTACORP,
INE124M01015,521232,SUNILTX,,,,Sunil Industries,,SUNILTX,
INE124Y01010,544448,PASHUPATI,,PASHUPATI,,Pashupati Cotspin,,PASHUPATI,
INE125D01011,520123,ABCINDQ,,,,ABC India,,ABCINDQ,
INE125F01032,530805,OIVL,,,,Onesource Industries & Ventures,,OIVL,
INE125G01014,517170,EDVENSWA,,,,Edvenswa Enterprises,,EDVENSWA,
